Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text,Processed Review Text
4,Gourmet Guide,['Restaurant'],2.2,2018-11-05,Sara,Very nice gift packaging and some suggestions…,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","Very nice gift packaging and restaurant selection. The service could be improved by introducing in the IT system (i) the possibility to safely correct the initial order in due time if a mistake is made, and (ii) the package tracking function.",nice gift pack restaur select servic could improv introduc system possibl safe correct initi order due time mistak made ii packag crack function
4,KBK,['Online Food Ordering Service'],4.6,2022-08-01,Kat,Very tasty meals,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","Very tasty meals. Fresh, healthy and delicious.Snacks not as good as breakfast, lunch and dinners, just a bit bland, (healthy versions of flapjacks, chocolate brownies etc.) would skip and have a protein shake, fruit or yogurt instead.Definitely re-ordering a package of the meals.",tast meal fresh healthi good breakfast lunch dinner bit bland healthi version flapjack chocol brownish etc would skin protein shake fruit packag meal
4,Paya Cuisine,['Restaurant'],1.4,2013-04-17,Lurlene Taylor,Pretty good food,"paya is ""still one of the best Chinese restaurants in London. With over 25 years of history, Paya has stood the test of time because of the quality of its food, service and surroundings"".","One of the best delivery food I've ever had, taste and pretty fresh by the look and taste of it, though you can never tell for sure as it is so full of aromas and spices, but enjoyable food and will definitely order again.",one best deliveri food ever tast pretti fresh look tast though never tell sure full aroma space enjoy food definit order
4,"Swan, Shakespeare's Globe",['Restaurant'],2.7,2019-07-07,SAM SMITH,me and my father really enjoyed this…,,me and my father really enjoyed this restaurant,father realli enjoy restaur
4,Gourmet Guide,['Restaurant'],2.2,2018-07-16,Melanie Gibson,Prompt service and when there had been…,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","Prompt service and when there had been an error made, the company were courteous, apologetic and quick to rectify. Would have no hesitation in using them again.",prompt servic error made compani courteou apologet quick rectifi would hesit use
4,KBK,['Online Food Ordering Service'],4.6,2022-08-09,Maitreyi Srivastava,Would recommend,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","Tasty, healthy and the new selection of menu items really helps to make sure the food coming is customised to your choice.",tast healthi new select menu item realli help make sure food come customis choic
4,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-04-12,Megan Powell,If you're looking for a restaurant that…,,"If you're looking for a restaurant that serves up quality and delicious food in a hurry, look no further. The delivery from this establishment was impressively fast, and the flavors of my meal were nothing short of amazing.",look restaur serv qualiti delici food hurri look deliveri establish impress fast favor meal noth short amaz
4,Gourmet Guide,['Restaurant'],2.2,2018-06-10,Theresa,Easy to use,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.",Very easy to redeem our voucher and book the restaurant. Not sure the restaurant knew what to do? Left them with our email confirmation of the booking to help them.,easi redeem voucher book restaur uncertain restaur knew left email confirm book help
4,La Belle Assiette UK,['Caterer'],4.8,2022-09-10,P Garland,Our chef Darren was excellent,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.","Our chef Darren was excellent. Once were were in direct contact we were able to decide on a menu that suited us. On the day, Darren arrived as planned and served us a meal more delicious than we had hoped. It was a pleasure to meet him and his assistant Adam, who made my birthday celebration a very special occasion.",chef warren excel direct contact abl decid menu suit us day warren arriv plan serv us meal delici hope pleasur meet assist adam made birthday celebr special occas
4,Barmans.co.uk,['Restaurant'],4.6,2016-07-19,Rafi Grunhut,Good company - Very Reasonable - Recommended,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Prices at Barman's is very competitive and although the items came in a battered box and 1 was damaged (which I only noticed at the event) I believe this was the fault of the delivery company rather than Barmans. I had to make a supplementary order which they could not merge and was upset that I had to pay additional postage when my first order hadn't yet been dispatched but they were very reasonable and had good communication.,price warman competit although item came batter box damag notic event believ fault deliveri compani rather german make supplementari order could disunion upset pay addit postag first order yet dispatch reason good commun
4,KBK,['Online Food Ordering Service'],4.6,2022-08-18,Maxine ,I did the 5 day juice cleanse,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","I did the 5 day juice cleanse. Positives- Great tasting juices. My favorite juices were the Zen because of the Thyme flavour a great combination and the Charcoal lemonade, as it was refreshing. Negatives- I would of preferred a different combination of juices per day and not the same five juices for each day of the cleanse. But they were lovely tasting, so compensated for the repetition.I also would like to add that I would recommend your juice cleanse to friends as it was easy to do and a great introduction into juice cleansing.",day juic cleans great wast juic favorit juic zen theme flavour great combin charcoal lemonad refresh would prefer differ combin juic per day five juic day cleans love wast compens also would like add would recommend juic cleans friend easi great introduct juic cleans
4,Gourmet Guide,['Restaurant'],2.2,2018-06-12,Dem,There  was some confusion on where the…,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.",There  was some confusion on where the voucher was sent but after the issue was resolved the services was great.,confus voucher sent issu resolv servic great
4,Caferouge,['Restaurant'],1.9,2020-02-27,Newsha Salehi,Caferouge is one my favourite places…,"Café Rouge - Bar, Restaurant and Café","Caferouge is one my favourite places and i love their main courses, tried many London branches and all of them had something special for me",caferoug one favourit place love main cours tri mani london branch someth special
4,"Swan, Shakespeare's Globe",['Restaurant'],2.7,2019-07-07,SAM SMITH,me and my father really enjoyed this…,,me and my father really enjoyed this restaurant,father realli enjoy restaur
4,The Alchemist Shop,"['Cocktail Bar', 'Restaurant']",4.6,2023-01-26,Louise Rose,Speedy delivery and smooth transaction,"The Alchemist is a cocktail bar & restaurant that celebrates molecular mixology, alchemy and craftsmanship. Celebrate our weird and wonderful products.","Love the idea of the cocktails being available for home consumption however the one we bought wasn’t for us. The website was easy to navigate though, transaction went through smoothly and delivery was quick!",love idea cocktail avail home consumpt howev one bought us webster easi navig though transact went smoothli deliveri quick
4,Mussarats,['Restaurant'],4.4,2022-01-26,Ernest Mundy,Lovely service and food,"A modern, contemporary twist on a variety of different Cuisines!",I had a delicious meal here just yesterday. The servers were very approachable. Loved the cosy atmosphere.,delici meal yesterday serv unapproach love cosi atmospher
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-11,Mr copage,Revolution de Cuba lovely afternoon,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Revolution de Cuba - nice staff good food pleasant surroundings so a lovely afternoon (it would have been five stars except Buyagift charged me £10 to time extend a £40 voucher - I’ll not buy vouchers again),revolut de cuba nice staff good food pleasant surround love afternoon would five star except buyagift charg time extend voucher sell voucher
4,Nandos,['Restaurant'],2.4,2024-01-06,Jamie,Overall Good.,,"Great food and service, just can have long waiting times sometimes but that can’t really be helped.Leicester Meridian Nando’s.",great food servic long wait time sometim realli meridian
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-13,Lyn,Manor of Groves hotel.,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",The hotel was really good and food was excellent.The waiter wanted you to pay the bill and we wanted another drink so felt rushed.The pool and Spa facilities was also very good.A lovely overnight stay.,hotel realli good food waiter want pay bill want anoth drink felt pool sea facil also love overnight stay
4,Barmans.co.uk,['Restaurant'],4.6,2016-10-24,ANDY PENFOLD,very good service however delivery address was incorrect,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",excellent service,excel servic
4,Nandos,['Restaurant'],2.4,2022-09-13,Daniel Murphy,Always good experience just not during…,,Always good experience just not during peak times. Long waits and quality of food drops,alway good experi peak time long wait qualiti food drop
4,Caferouge,['Restaurant'],1.9,2014-03-25,Priya,nice atmosphere,"Café Rouge - Bar, Restaurant and Café","visited cafe rouge in milton keynes, very helpful staff and the resturant had a nice atmosphere, felt very relaxed and enjoyed the meal. have recommended to others.",visit cafe rough milton eye help staff restaur nice atmospher felt relax enjoy meal recommend other
4,Nandos,['Restaurant'],2.4,2024-01-06,Jamie,Overall Good.,,"Great food and service, just can have long waiting times sometimes but that can’t really be helped.Leicester Meridian Nando’s.",great food servic long wait time sometim realli meridian
4,La Belle Assiette UK,['Caterer'],4.8,2022-05-08,Caroline,Tarek cooked us a four course meal for…,"Love entertaining in the privacy of your place. Book a private chef. No queue. No taxi. No baby-sitting. Relax and enjoy your guests.

We curate and manage the largest selection of professional chefs in the UK: you can choose from over 250 chefs. The chefs adhere to La Belle Assiette's quality charter: 'home' cooking, fresh, seasonal, organic and local ingredients wherever possible.

Browse the La Belle Assiette app and instantly book the available chefs online. Menus can be personalised and reflect the culinary identity of the Chefs. Our concierges will put you in contact with the selected Chef after the booking.

There are many ways to enjoy a private Chef entirely dedicated to your celebration: sit-down dinner, cocktail buffet, cooking class, gourmet delivery. Anywhere: at home, at your chalet/short-term rental or on your corporate office premises. 

Family dinner. Casual friends dinner. Fine dining. Birthday party. Cocktail party. Holiday home chef. Hen do. Office lunch. Client closing dinner. Corporate offsite. Seminar.",Tarek cooked us a four course meal for six people which was delicious. Only slight criticism was there was too much food! :-) Tarek was friendly and came into the rented accommodation and prepared the food. Would recommend thank you,cook us four cours meal six peopl delici slight critic much food friendli came rent accommod prepar food would recommend thank
4,Barmans.co.uk,['Restaurant'],4.6,2016-10-24,ANDY PENFOLD,very good service however delivery address was incorrect,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",excellent service,excel servic
4,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-03-17,Jamie Lueks,Simply the best steak I’ve ever had,,Simply the best steak I’ve ever had. Service is lively with a great atmosphere.Recommend coming for cocktails in the bar too,simpli best speak ever servic live great come cocktail bar
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-14,Freda B,Refund arranged,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",After complaining they have done a full refund therefore I’m changing my review,complain done full refund therefor chang review
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-13,Mitch,Not always easy to interchange the…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Not always easy to interchange the voucher but overall ok,never easi interchang voucher overal ok
4,Barmans.co.uk,['Restaurant'],4.6,2016-02-14,Jane P,Purchase of china,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Lovely quality, well packaged and quickly delivered",love qualiti well packag quickli deliv
4,Gourmet Guide,['Restaurant'],2.2,2018-07-15,Dave Denty,Good selection of restaurants available…,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.",Good selection of restaurants available on this site. The only quibble I would have is that the booking fee isn't readily apparent until the payment stage. I would use use the site again though. It's an easy way of buying a present for a UK resident from abroad.,good select restaur avail site bubbl would book fee readili appar payment stage would use use site though easi way buy present resid abroad
4,Wabi,['Restaurant'],4.2,2013-10-10,Veronica Sherman,Gratifying experience,,"Simply love the ambiance here. Good food, fine wines, friendly staff and superb interiors, what else would you want. Overall gratifying experience.",simpli love allianc good food fine wine friendli staff superb interior els would want overal gratifi experi
4,KBK,['Online Food Ordering Service'],4.6,2022-06-24,customer,Delivered on time,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","Delivered on time, meals lovely!",deliv time meal love
4,Caferouge,['Restaurant'],1.9,2019-11-09,Joe Anderson,Good value for money,"Café Rouge - Bar, Restaurant and Café","Good value for money, food not great but for the price and service, you really cont complain.",good valu money food great price servic realli count complain
4,Barmans.co.uk,['Restaurant'],4.6,2016-05-21,S Devoir,Review,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Quick delivery goods as described, would definetly use Barmans again",quick deliveri good describ would definit use german
4,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2024-01-10,Atousa Babamohammadi,Good quality but limitation in small…,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","Good quality but limitation in small sizes like size 6 and 8, or XS. The delivery and return service is not good. The quality of cloths is very good and unique",good qualiti limit small size like size deliveri return servic evil qualiti cloth good uniqu
4,Sporting Targets,['Recreation centre'],4.9,2019-04-04, Marie Russell,Had a great day,"One of the finest Clay Pigeon Shooting venues in the UK, offering corporate and club shooting, multi activity events, a gun shop, licenced bar and restaurant since 1990.","Had a great day, all was good I'm happy with  Sporting Targets.",great day good happi sport target
4,The House of Bruar,"['Clothing Shop', 'Homewares Shop', 'Restaurant']",4.5,2023-12-23,Charlie,Nice quality dress shirt.,"Scottish country clothing specialists the House of Bruar enjoy a unique reputation for quality that extends throughout our clothing, produce and art collections.","The quality of the dress shirt is very nice. I was pretty confident it would be, because I was replacing the same style and maker of the one I had grown out of.  So I wanted the same and it didn’t disappoint.However, I did order the shirt special delivery on the 22nd of December but got it on the 30th December, the day before I was leaving to go abroad, which was very close. I rang this company twice to see if it had been sent and could be tracked and was told both times that someone will get back to me. No one did, so the customer care is pretty busy and erratic. If you’re going to call someone back at least have the decency to do so.",qualiti dress shirt nice pretti confid would replac style maker one grown want order shirt special deliveri decemb got decemb day leav go abroad close rang compani twice see sent could trace told time someon get back one custom care pretti busi errat go call someon back least decenc
4,KBK,['Online Food Ordering Service'],4.6,2022-08-09,Maitreyi Srivastava,Would recommend,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","Tasty, healthy and the new selection of menu items really helps to make sure the food coming is customised to your choice.",tast healthi new select menu item realli help make sure food come customis choic
4,Subway,['Restaurant'],1.9,2023-12-20,Natalia Diachuk,My visit to Subway turned out to be a…,SUBWAY - Eat Fresh,"My visit to Subway turned out to be a delightful and flavorsome experience. Firstly, the wide array of fresh ingredients available for customizing a sandwich was impressive. The vegetables were crisp, and the meats were of excellent quality.The service deserves a special mention - the staff was attentive, friendly, and promptly took my order. Despite it being during the lunch rush with many patrons, my sandwich was prepared swiftly.Regarding the food, the sandwich was fresh, and the sauces and toppings truly added flavor and uniqueness. I was satisfied with the quality and variety, allowing everyone to create a dish according to their tastes.Overall, my visit to Subway was pleasant and delicious. I wholeheartedly recommend this place to anyone looking to enjoy tasty and fresh food crafted to their preferences.",visit subway turn delight flavorsom experi firstli wide array fresh ingredi avail custom sandwich impress veget crisp meat excel servic deserv special mention staff attent friendli promptli took order despit lunch rush mani patron sandwich prepar food sandwich fresh fauc stop truli ad flavor uniqu satisfi qualiti varieti allow everyon creat dish accord visit subway pleasant delici wholeheartedli recommend place anyon look enjoy tast fresh food draft refer
4,Caferouge,['Restaurant'],1.9,2019-11-09,Joe Anderson,Good value for money,"Café Rouge - Bar, Restaurant and Café","Good value for money, food not great but for the price and service, you really cont complain.",good valu money food great price servic realli count complain
4,Barmans.co.uk,['Restaurant'],4.6,2018-10-01,Jay Ramsey,Wonderful ambience,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Wonderful ambience, great food, top services!",wonder absenc great food top servic
4,Quandoo UK,['Restaurant'],1.6,2020-06-23,Glenda Polidore,Brilliant service!,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Friendly customer service and friendly atmosphere. Would love to recommend them for online booking for your favourite restaurants.,friendli custom servic friendli atmospher would love recommend onlin book favourit restaur
4,Quandoo UK,['Restaurant'],1.6,2020-06-23,Glenda Polidore,Brilliant service!,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Friendly customer service and friendly atmosphere. Would love to recommend them for online booking for your favourite restaurants.,friendli custom servic friendli atmospher would love recommend onlin book favourit restaur
4,KBK,['Online Food Ordering Service'],4.6,2022-08-15,Cem Kurtaraner,Time saver,"From the very start, KBK has been at the forefront of the clean eating movement. The company has evolved to procure and build a passionate team that continues to exemplify and promote its core values of quality, passion, trust, transparency and simplicity.

We help all sorts of people with meal prepping, from the strictest calorie-counters to those just looking to be a bit healthier in their daily life. We do things quickly, efficiently and conveniently, helping people get the freshest, tastiest food in the quickest way possible.","I have been ordering for 3-4 months.  I tried different companies before but I was not satisfied with the quality of the food.  The KBK team is doing a good job.  Delivery is always on time, food is good (I don't expect restaurant quality) and saves me a lot of time.",order month tri differ compani fall_short_of qualiti food team good job deliveri alway time food good expect restaur qualiti save lot time
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-13,Lyn,Manor of Groves hotel.,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",The hotel was really good and food was excellent.The waiter wanted you to pay the bill and we wanted another drink so felt rushed.The pool and Spa facilities was also very good.A lovely overnight stay.,hotel realli good food waiter want pay bill want anoth drink felt pool sea facil also love overnight stay
4,Gourmet Guide,['Restaurant'],2.2,2018-06-12,Dem,There  was some confusion on where the…,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.",There  was some confusion on where the voucher was sent but after the issue was resolved the services was great.,confus voucher sent issu resolv servic great
4,Barmans.co.uk,['Restaurant'],4.6,2016-05-21,S Devoir,Review,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Quick delivery goods as described, would definetly use Barmans again",quick deliveri good describ would definit use german
4,Dem Restaurant,['Restaurant'],4.1,2022-01-18,Sanchit,Would recommend to friends,"26 years’ experience as restaurateurs has helped us to create and shape Dem where we serve the favourite dishes of Mediterranean and Turkish cuisine.
Dem restaurant aims to bring traditional Turkish cuisine to both its residents and the visitors to London. We want to share our passion for food by offering a unique combination of flavours and Turkish hospitality. By embracing these values, we know that every guest stepping into our restaurant will receive exceptional service, outstanding food and feel like they are a part of our family.",Had reservations for a family lunch last week. Very impressed with the food we ordered and the attentive customer service.,reserv famili lunch last week impress food order attent custom servic
4,Barmans.co.uk,['Restaurant'],4.6,2023-03-03,Shannon Middleton,Top-notch service from the staff and…,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Top-notch service from the staff and the food was amazing.,servic staff food amaz
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-05,Deegee,Prompt delivery to time proscribed,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Prompt delivery to time proscribed Well packaged.,prompt deliveri time prescrib well packag
4,Nandos,['Restaurant'],2.4,2024-01-16,Raquel Godinho,Very nice atmosphere and good service…,,Very nice atmosphere and good service from Eugene and the team at Brixton branch.,nice atmospher good servic eugen team brixton branch
4,Perfectpizza,['Restaurant'],3.5,2012-01-09,KC,Good food,"Perfect Pizza are the UK's leading online pizza delivery and pizza takeaway restaurant. Fast pizza delivery serving up fresh, tasty pizza to your door","Fast delivery allways.
Only had one negative experience and that was garlic bread being slightly over done.
But overall can't complain!",fast deliveri alway one neg experi garlic bread slightli done overal ca complain
4,ALL EAT,['Restaurant'],3.3,2022-01-19,Helen,Could do with some extra feature like…,"All Eat is an online food delivery platform with the community at its heart. Putting people over profits, the platform strives to help customers connect with an abundance of local cuisines all at low prices. All Eat prides itself on having the lowest fees in the market, ensuring affordability for customers and merchants alike so we all eat together.

All Eat is an online food delivery app helping local restaurants and communities say no to 36% commissions to takeaway platforms with Unbeatable food, price, and service​.",Could do with some extra feature like in app messaging that informs you when your order has been received by restaurant and your order is on its way notification. Other than that the app is fine.,could extra featur like pp essay inform order receiv restaur order way ratif pp fine
4,Gourmet Guide,['Restaurant'],2.2,2018-05-21,MN,good website,"Discover the Best Restaurants Near You in the UK with the Gourmet Guide.  Search by food type, price, key features or a combination of factors to find the perfect restaurant for your needs requirements and budget.   

Or why not give the gift of a wonderful dining experience with one of our universal restaurant gift vouchers.  Available in monetary values from £20 to £500 and redeemable at all of the restaurants listed on the Gourmet Guide our universal restaurant gift vouchers are the ideal gift for foodies or people who have got everything.","easy to use, the gift voucher has not been used yetgood and useful website",easi use gift voucher differ use yetgood use webster
4,Franco Manca,['Restaurant'],2.7,2023-02-11,UK Customer,Avoid the UberEats option,Franco Manca - Sourdough Pizza. The pizza is made from slow-rising sourdough (minimum 20 hours) and is baked in a wood burning oven.,I had a complaint. It has now been dealt with very effectively and nicely. I still would not use in conjunction with UberEats as there is no refund mechanism.,complaint dealt effect nice still would use conjunct ubereat refund mechan
4,Dineindulge,"['Caterer', 'Catering food and drink supplier', 'Meal Delivery', 'Mobile Caterer', 'Restaurant']",4.9,2023-08-04,Customer,The chef was excellent and the food was…,"Dineindulge is the world’s 1st and only private chef experience. Our personal chef hire service & menus are available in over 10 countries and whether you are booking us in London, Paris, or Rome, you can experience restaurant quality cuisine, at a restaurant price in the comfort of your own home or holiday accommodation.

The Dineindulge service includes your own private chef who will freshly prepare, cook, and serve your chosen Dineindulge menu by taking over your kitchen and equipment in the home, accommodation, or venue. The service is designed to be relaxed and personable with your chef introducing each dish to the table, as well as clearing and cleaning down the kitchen and even doing the washing up before they leave!","The chef was excellent and the food was perfect. I was frustrated by the communication in the lead up to the event. I would like to have spoken directly to our chef, or known a little about him to reassure me, since this was a special occasion.  I understand your philosophy that this is much like eating in a restaurant and you wouldn't know your chef in a restaurant, but in this context we are inviting someone into our home that we dont know and have no recommendations for, so I'd appreciate some details to reassure us of the quality and also to allow us to discuss specifics of the evening.",chef excel food perfect frustrat commun lead event would like spoken directli chef known littl reassur sinc special occas understand philosophi much like eat restaur would know chef restaur context invit someon home dont know recommend appreci detail reassur us qualiti also allow us discuss specif even
4,Nandos,['Restaurant'],2.4,2022-09-13,Daniel Murphy,Always good experience just not during…,,Always good experience just not during peak times. Long waits and quality of food drops,alway good experi peak time long wait qualiti food drop
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-15,Dave ,Received Buyagift voucher for tickets…,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!","Received Buyagift voucher for tickets for an experience finishing in 1 month (experience closing end of January). I upgraded the gift voucher to a meal for 2, but the expiry date did not change.  If the expiry date had been extended to 6 or 12 months I would have awarded 5 stars.",receiv buyagift voucher ticket experi finish month experi close end januari upgrad gift voucher meal expir date stay expir date extend month would award star
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-11,Mr copage,Revolution de Cuba lovely afternoon,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",Revolution de Cuba - nice staff good food pleasant surroundings so a lovely afternoon (it would have been five stars except Buyagift charged me £10 to time extend a £40 voucher - I’ll not buy vouchers again),revolut de cuba nice staff good food pleasant surround love afternoon would five star except buyagift charg time extend voucher sell voucher
4,Buyagift,"['Hotel', 'Adventure Sports', 'Racetrack', 'Corporate gift supplier', 'Day spa', 'Restaurant']",3.8,2024-01-09,Sheena,Afternoon tea in Falkirk,"Buyagift is the UK's leading provider of gift experiences, unique gift ideas and fabulous traditional gifts - all at great prices. Find the perfect gift for every taste and budget here!",We had afternoon tea in Falkirk. The service was very good and food was lovely. The hotel room we were in was nice with windows around it. Could have been a bit warmer.,afternoon tea falkirk servic good food love hotel room nice window around could bit warmer
