Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text 
5,Quandoo UK,['Restaurant'],1.6,2021-03-25,Tatsuo Sasano,Excellent,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Really good service and good location ,staff are friendly and helpful, foods and drinks are great, Excellent"
5,Quandoo UK,['Restaurant'],1.6,2019-11-02,Hilary Burgum,Never booked using Quandoo before,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Never booked using Quandoo before, but it was quick and easy, and I will certainly use it again"
5,Quandoo UK,['Restaurant'],1.6,2019-06-30,Angela revesz ,Booking a table,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",To be able to book a table without having to ring up is really very convenient because sometimes if you wanted to go on that day and the restaurant doesn’t open till about five but you wanted to go about seven you can just go on the site and book a table for the time you wish to go
5,Quandoo UK,['Restaurant'],1.6,2020-02-16,Nick Allcock,Efficient and easy booking service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Very easy to use booking service, restaurant received the booking quickly as I rang to add to the booking!"
5,Quandoo UK,['Restaurant'],1.6,2019-08-22,Lindsey Marsh,Very easy site to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Very easy site to use. From opening the site to confirmed booking was no longer than 3 minutes. Well worth using for easy bookings.
1,Quandoo UK,['Restaurant'],1.6,2021-12-13,Colin Allen,Avoid,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Avoid - we booked a restaurant table through Quandoo, turned up only to be told by the restaurant they don't use, nor ever have Quandoo, taking table bookings for restaurants they are not even affiliated with - shocking behavior."
5,Quandoo UK,['Restaurant'],1.6,2019-10-24,Steven Fort*,Brilliant booking site,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Quandoo is so easy to use when making a reservation. More sites should be this easy.
1,Quandoo UK,['Restaurant'],1.6,2021-04-21,Dorota Jaslarz,Quandoo's representative visited us in…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Quandoo's representative visited us in October offering their service with no obligation fee cooling off period of 3 months what he got confirmed in email prior to signing the contract. As we didn't get a single booking from Quandoo we have emailed their support team one month after signing up (so still two months within their cooling off period) to confirm we do not wish to continue & received cancellation email from them. Once we opened in April we got a booking from Quandoo so we have contacted their support team to remind them we have cancelled their subscription and kindly ask to not book their clients.  In the response we been informed we signed a contract and the cooling off period wasn't 3 months as stated in the email from their representative but 2 weeks. ""The cancellation form should have been attached on our website"" - they say, regardless of the fact we didn't have a website at the time what their representative was aware of.Very poor, I could even call it rude customer service when their operators say if we don't want to use their booking system they will contact a Credit agency to collect the debt so it's up to us which patch we wish to go."
5,Quandoo UK,['Restaurant'],1.6,2020-01-26,Ian Raybould,Easy to book,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Easy to book, really straight forward, great follow up emails to double check booking."
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
5,Quandoo UK,['Restaurant'],1.6,2019-09-24,Lisa B,Very easy and user friendly,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Very easy and user friendly, quick turn around in points and great to be rewarded for loyalty"
5,Quandoo UK,['Restaurant'],1.6,2019-06-16,Nicola,Easy to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Easy to use, table was as expected and reminder beforehand. Would use again"
5,Quandoo UK,['Restaurant'],1.6,2020-02-26,Hedley James,Saleem Bagh Cannock.,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Saleem Bagh Cannock is an excellent restaurant for service and value for money.
5,Quandoo UK,['Restaurant'],1.6,2019-09-27,Annie Osborne,Booking,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Dead easy todo and to change booking too would definitely recommend to book online.
5,Quandoo UK,['Restaurant'],1.6,2019-09-08,Mr Brian Roscow,Food excellent as was the service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Food excellent as was the service. Shame we only visit once or twice a year as we live in Manchester.
5,Quandoo UK,['Restaurant'],1.6,2019-11-30,Lisa ,Easy to use service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Easy to use service, no problems when we arrived at the restaurant"
5,Quandoo UK,['Restaurant'],1.6,2021-01-22,Elizabeth Robbie,Excellent,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Really great place and foods are very delicious, costumer service is really good. Thank you"
5,Quandoo UK,['Restaurant'],1.6,2019-12-16,Jason Borley,They booked it for me and and was quick…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",They booked it for me and and was quick and simple to use.(app) Plus you get points if you keep using them in the future. Which is fantastic if you eat out a lot. Points = money off stuff. Which is great.
5,Quandoo UK,['Restaurant'],1.6,2019-11-09,Karl Leach,Really good value for money,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Really good value for money. We took our daughter to try Chinese for the 1st time and it's also ideal for this. All you can eat for £18 for adults and for a child 8yrs and unde r £8.
5,Quandoo UK,['Restaurant'],1.6,2019-10-11,Michael Fleck,Quick and easy.,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",It is the easiest and quickest way to make a restaurant booking.
5,Quandoo UK,['Restaurant'],1.6,2020-02-22,Maureen Waters,so quick and easy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Booking through Quandoo is so quick and easy. 100% recommend
5,Quandoo UK,['Restaurant'],1.6,2019-10-09,Emily  Pelan,Easy peasy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","In the morning used this site to book table, and reserved table was ready when we arrived at lunch time ...so easy."
5,Quandoo UK,['Restaurant'],1.6,2019-12-10,. Heather Anderson,The booking system is easy to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",The booking system is easy to use. I like the reminder service.
5,Quandoo UK,['Restaurant'],1.6,2019-06-04,Matilda Sequeira,The food was excellent and the service…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",The food was excellent and the service tooThank you guys.I will return again in the future
5,Quandoo UK,['Restaurant'],1.6,2019-10-26,Nicola ,Easy peasy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Only used the once but will definitely use again. Easy to make a booking & a little perk of points too.
5,Quandoo UK,['Restaurant'],1.6,2019-08-30,Jenny B,Great service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Great service. Easy site to use. Instant email confirmation.
5,Quandoo UK,['Restaurant'],1.6,2019-12-03,Wendy Weedon,Made booking a table for my husband's…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Made booking a table for my husband's birthday really simple.
5,Quandoo UK,['Restaurant'],1.6,2019-11-18,Customer,Great booking service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Great booking service, after we booked with Quandoo restaurant called to clarify just happy efficient service."
1,Quandoo UK,['Restaurant'],1.6,2019-10-12,Abs,RIP OFF BRITAIN,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","RIP OFF BRITAINRIP OFF BRITAIN, FULL OF SCAM, THE WORST COMPANY TO DEAL WITH. HOPELESS THIEVES"
5,Quandoo UK,['Restaurant'],1.6,2019-06-03,James Condie,Really easy and simple to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Really easy and simple to use, much more convenient, confirmation email of booking, would definitely recommend."
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
4,Quandoo UK,['Restaurant'],1.6,2020-06-23,Glenda Polidore,Brilliant service!,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Friendly customer service and friendly atmosphere. Would love to recommend them for online booking for your favourite restaurants.
5,Quandoo UK,['Restaurant'],1.6,2018-06-27,Lee Hawley,Simple to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Simple to use, simple is good! Had a great meal at Yamal Asham and the experience was nice and smooth."
5,Quandoo UK,['Restaurant'],1.6,2019-11-23,Miss Katrina Okoe,An amazing experience,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",An amazing experience. Great staff and fabulous service by far.Highly recommended🙌👌👍
1,Quandoo UK,['Restaurant'],1.6,2019-04-14,Stephen Ashcroft,Booked a table but arrived at venue and…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Booked a table but arrived at venue and they said they don't book table
5,Quandoo UK,['Restaurant'],1.6,2019-07-07,Mrs Paula Lewin,Quick and easy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Quick and easy. Perfect restaurant booking site
5,Quandoo UK,['Restaurant'],1.6,2018-05-14,Justina Markauskaite,Happy Customer!,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Happy Customer!Great, easy to use technology. Reliable service and helpful account managers."
5,Quandoo UK,['Restaurant'],1.6,2019-10-15,Mr Christopher Devaney,It was quick and easy to make a…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",It was quick and easy to make a reservation
5,Quandoo UK,['Restaurant'],1.6,2019-11-23,Amanda Brown,Excellent  food every meal was superb.,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
4,Quandoo UK,['Restaurant'],1.6,2020-02-16,Peter Rouse,Very friendly staff,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Very friendly staff, well cooked food and good atmosphere. 😊"
1,Quandoo UK,['Restaurant'],1.6,2022-10-13,Friend of Ted,Do not use this pathetic company.,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Do not use this pathetic company.They over charge and make up fees
5,Quandoo UK,['Restaurant'],1.6,2019-08-10,jules lyndon,A great booking engine for restaurants…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",A great booking engine for restaurants with a fantastic rewards scheme.
5,Quandoo UK,['Restaurant'],1.6,2019-07-14,Pauline,Easy to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Easy to use.  Not so long you get bored halfway through and just delete review.
5,Quandoo UK,['Restaurant'],1.6,2019-11-23,Deborah Kempshall,Booking was easy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Booking was easy, quicker than calling the restaurant"
5,Quandoo UK,['Restaurant'],1.6,2019-06-22,Lauren Prater,Amazing atmosphere,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Amazing atmosphere, great service & outstanding food. Thank you"
5,Quandoo UK,['Restaurant'],1.6,2019-11-17,Love Womble ,Great app for locating and securing a…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Great app for locating and securing a diner location.
5,Quandoo UK,['Restaurant'],1.6,2019-10-13,Mike,Easy to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Easy to use - that's all you want from a provider like this
5,Quandoo UK,['Restaurant'],1.6,2019-11-17,Whisper Graphics,Quando is fab,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Quando is fab. Fast quick and responsive. 5 star
5,Quandoo UK,['Restaurant'],1.6,2019-11-10,Janet Hughes,Fabulous,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","⁰delicious food, great service, lovely ambience"
5,Quandoo UK,['Restaurant'],1.6,2020-02-24,Rachael ,Very easy to book a table & was…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Very easy to book a table & was confirmed by email
5,Quandoo UK,['Restaurant'],1.6,2018-07-10,B Ll ,Excellent table booking service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Excellent table booking service, easy managers portal. Highly recommended"
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
5,Quandoo UK,['Restaurant'],1.6,2018-07-12,B Llangozi,great booking platfom,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",great booking platfom. Easy managers console. Highly recommended
4,Quandoo UK,['Restaurant'],1.6,2020-03-10,Connor Murphy,Booking table for two was really easy…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Booking table for two was really easy and fast.
5,Quandoo UK,['Restaurant'],1.6,2021-01-14,James Benfield,Great service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
5,Quandoo UK,['Restaurant'],1.6,2019-12-02,Lynn,Booking Cote Liverpool,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Easy to use - no problems - made things easy.
5,Quandoo UK,['Restaurant'],1.6,2019-11-24,Charlie Robinson,Excellent,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Excellent very good
5,Quandoo UK,['Restaurant'],1.6,2019-06-24,Martyn Fowlie,All great!,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Everything with booking was great
5,Quandoo UK,['Restaurant'],1.6,2019-06-20,customer miss sands,Fab food and service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Fab food and service, very pleased"
5,Quandoo UK,['Restaurant'],1.6,2019-08-17,Sandy Shore,Simple and brief,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Simple and brief.  An easy booking scheme.
4,Quandoo UK,['Restaurant'],1.6,2019-11-05,AK🆗,Easy and convenient,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
5,Quandoo UK,['Restaurant'],1.6,2020-03-14,Stu Dolan,Nice & easy,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Nice & easy, no mither"
5,Quandoo UK,['Restaurant'],1.6,2019-08-19,Cat Barrie,It was easy and clear and only took…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",It was easy and clear and only took seconds to do.
5,Quandoo UK,['Restaurant'],1.6,2021-03-27,Scarlett James,Recommended,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.","Delicious foods and great service , good recommended"
5,Quandoo UK,['Restaurant'],1.6,2019-07-28,Mr J BROOK,Easy to use and no issues,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Easy to use and no issues. Thank you
5,Quandoo UK,['Restaurant'],1.6,2019-07-09,Sintija Helde,Absolutely amazing service and food.,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
4,Quandoo UK,['Restaurant'],1.6,2019-06-04,Gisele Jefferis,Easy and efficient booking service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
5,Quandoo UK,['Restaurant'],1.6,2020-02-24,Stuart Mackleston,Really easy and everything ran really…,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Really easy and everything ran really smoothly
5,Quandoo UK,['Restaurant'],1.6,2019-09-02,colin hall,very easy to use no fuss,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
5,Quandoo UK,['Restaurant'],1.6,2019-09-06,karri,very quick and easy to use,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
5,Quandoo UK,['Restaurant'],1.6,2019-06-29,Sh,Worked fine,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",Worked great no glitches
5,Quandoo UK,['Restaurant'],1.6,2020-02-14,Rebecca,Brilliant service,"Quandoo is a restaurant technology and reservations platform supplying over 17000 restaurants with bookings, table management, payment and EPOS solutions. These solutions enable restaurants to connect better with new and existing customers and to simplify & boost your daily business.",
Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text
3,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-10-19,baca,"was ok ,,",,"was ok ,,, didnt live upto the hype unfortunately... It was pleasant but not out of this world amazing"
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2023-10-04,Kate Barrett,What a delicious and easily prepared…,,"What a delicious and easily prepared meal. The flavors were delightful, and the cooking process was a breeze."
2,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-10-09,Tabatha,weird customer service,,"I am conflicted by this - the food is excellent, but having ordered 10+at home deliveries over the last year i did think I would get better customer service when i got a salmon starter not the one i ordered.   I got a curt 'tough that's what you ordered' message.  I hate salmon so wouldn't have ordered it - i guess maybe maybe i bizarrely pressed the wrong one - but something slightly nicer given that i've spent about £2k with them over the last year would have felt nicer."
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2022-01-09,J.C,Got to be better than turkey!,,"As Covid meant that our usual family Christmas was impossible this year, our daughter kindly sent us a Hawksmoor roast dinner box, plus a bottle of Sour Cherry Negroni.What a delicious and easily prepared meal! The meat was absolutely superb, and all the sides and the sticky toffee pudding were beautifully cooked and presented.With a Sour Cherry Negroni ‘sharpener’ and a bottle of Givry, this was a memorable Christmas dinner. Next Christmas we hope will be with family; we may well double up on the Hawksmoor at home!"
4,Hawksmoor at Home ,['Meal Delivery'],4.1,2017-11-01,Rara,Perfect service,,"The Knightsbridge venue is very relaxing and service is always pleasant and friendly. Many disappointed customers on Sundays as they stop serving roast dinners by 5, they’re very popular afterall. So make sure you go early. We are always happy with the service, unfortunately, they don’t do a great job with a well cooked steak if you are a crass individual like myself that prefers no pink! It’s either still very pink or as tough as shoe leather.   All other dishes and drinks are always perfect."
1,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-10-25,Bonita Dickman,What a disappointment our table was…,,"What a disappointment our table was booked for 6.30pm we was told table not ready, 7.15 we chased our table up and a lady took us to our table she was extremely unfriendly and not apologetic at all. Our waiter at our table was brilliant very professional. Sadly all our steaks were over cooked asking for medium and cold, my sons potatoes and spinach arrived so late he had eaten his steak. Overall the food was not to its normal standard which was disappointing!"
1,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-03-22,Somalian Teafactory,A company that believes its own legend.,,"A company that believes its own legend.Food was fairly low standard for the extortionate price, a tasteless steak you could buy at any butchers or supermarket accompanied with some canned spinach with butter and a greasy fatty ""gravy"" with bone marrow lumps floating in it. Very fancy looking menus but with little substance to them other than how to put wedges in an oven, how to (poorly) fry a steak and how to heat up a green slop mixture.If you buy a steak, buy a can of spinach and some potatoes wedges you are already 4/5's of the way there and will have saved £££. Don't waste your money, its a con."
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-07-12,Diane,Having never tried a Hawksmore @home…,,"Having never tried a Hawksmore @home meal, we were delighted to receive a surprise Porterhouse hamper from our son. I can only say we haven't stop talking about the most amazing food we cooked that was in the hamper. Everything tasted delicious, the cooking instructions were easy to follow. Looking forward to another tasty treat in the future"
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-03-17,O Quinn,Absolutely the best steaks in the…,,"Absolutely the best steaks in the world, having been a regular customer to the fabulous restaurant in Edinburgh - we had to try the Hawksmoor at Home range too .... we were not disappointed. We’ve had two boxes now and have gone on to order for friends as birthday gifts during lockdown. They have been a huge success! Cooking tips and how to videos provided and et voila - an almost Hawksmoor experience in your very own kitchen!"
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-04-30,Oliver Rowe,"Amazing food, don’t miss out",,"We’ve had probably a dozen At Home boxes from steaks to the roasts over lockdown back to their very first box. Living too far away to visit, this had been an amazing positive out of lockdowns. Super quality food, easy to follow instructions and top service. Long May this continue as an extension of my favourite restaurant in London (the OG Seven Dials of course ❤️)"
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2020-03-12,KR,Just a fantastic steak!,,"I just love this place, attentive staff, fresh and hot food, amazing steaks and starters. Been here twice now and they’ve never failed yet to deliver a great evening. Minor criticism would be maybe the seating is a little too cramped and close particularly during busy times but will always make an effort to visit here when in town."
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2022-12-04,sean,Sensational food and drinks,,"We have visited Hawksmoor 4 times now. 3 times in London and last night in Edinburgh. Each time, it is as great as the first. Absolutely sensational starters, steaks, sides, and drinks. Staff were friendly and knowledgable too. They were highly accommodating- we had made a mistake with our booking and they were really welcoming and set up a new table for us."
1,Hawksmoor at Home ,['Meal Delivery'],4.1,2022-01-29,Lesley,Bitterly disappointed....,,Bitterly disappointed....My son was celebrating his 30th and I called as I wanted to order Champagne and pay for his meal as I could not attend.. not possible to arrange anything as they had already sat down to eat. Poor service on such a special occasion
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2021-02-23,Carolynne Bristow,Great restaurant experience at home…,,We ordered the prime rib box with drinks.  Condition of the parcel was perfect and content very well packed.  I liked the fact that the packaging was environmentally friendly.  Quality ingredients and decent portion sizes.  The rib was star of the show but closely followed by the sticky toffee pudding - delicious!The video instructions and playlist made it a great restaurant experience at home which we thoroughly enjoyed. Would highly recommend.
5,Hawksmoor at Home ,['Meal Delivery'],4.1,2022-02-06,Whitey,private dining experience…,,"Just had a private dining experience for my 50th birthday in Edinburgh, hosted by the fantastic Kyle who looked after us throughout.The feasting menu was amazing (too much!) and the wine flowed all night in a very relaxed and informal setting.A memorable evening for us all - thank you."
