Rating,Restaurant Name,Categories,Average Rating,Experience Date,Username,Review Title,Information,Review Text

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-11,Mrs ROBINSON,Wine chiller cabinet.,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Very quick delivery, easy to track.  Well packaged.  Item not used yet as it is a present fir my husband but looks great."

5,Barmans.co.uk,['Restaurant'],4.6,2017-02-28,carol goldsmith,SATISFIED CUSTOMER,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very pleased with the mugs that i ordered from you. They arrived very quickly and the packaging was excellent. No chance of  breakages! So a big thumbs up from me -Thank you.

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-06,Customer,Professional throughout,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Good website, delivered promptly and in full. Will definitely use them again"

5,Barmans.co.uk,['Restaurant'],4.6,2016-08-06,Emma Alesworth,Glasses and cutlery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Easy to use website, excellent communication, really speedy delivery and ultimately fantastic quality of products and well priced. Many thanks"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-25,Jenny ,Always reliable and prompt,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Always a good company to buy from, very speedy which in the theatre business is ideal"

5,Barmans.co.uk,['Restaurant'],4.6,2016-05-06,Jayne Samples,good range of products and great service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",I was very pleased with the range of products available at Barmans.co.uk and equally pleased with the prompt arrival of my order. Would be happy to order from them again

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-10,Pedro Donald,Short and Sweet,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","I found exactly what I wanted, it was in stock, I bought it and it was fitted in my pub within a couple of days. Perfect."

5,Barmans.co.uk,['Restaurant'],4.6,2016-08-18,Paula Smith,Excellent Service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Great service, ordered and with me in 48 hours!Good quality product, very pleased customer.  Thanks!"

4,Barmans.co.uk,['Restaurant'],4.6,2016-04-13,Christopher Jessiman,excellent as usual,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Always the best choice with affordable prices. Quick turn round and properly packed. Hard to fault.

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-23,Mr John Wilkinson,first class service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",ordering very easy and delivery very prompt . will definitely use again

5,Barmans.co.uk,['Restaurant'],4.6,2016-02-22,Daniel Wolohan,Thermal Flask brilliant,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Elia Thermal Flask brilliant product and brilliant service. Delivery to ireland was excellent.

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-07,Ken,customer service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Sales advisor was very informative on the products, and delivery was very quick"

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-08,Mr brian mahoney,Service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Barmans service was second to non, delivered on time and packed very well!!"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-03,Caroline,Excellent service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Items were as expected and arrived quickly. Easy to keep up to date with order.

5,Barmans.co.uk,['Restaurant'],4.6,2016-12-21,Mr John Walmsley,"Nice glasses, delivered quickly.","Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Bubbly glasses as described, quick delivery and no hassle."

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-12,Anna ,excellent service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","very fast delivery. arrived safely.
good quality and I am very pleased with my tea pot and milk jug."

5,Barmans.co.uk,['Restaurant'],4.6,2016-02-16,Michelle Holt,Great service on great products,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Great range of products, reasonably priced and despatched quickly"

5,Barmans.co.uk,['Restaurant'],4.6,2016-09-12,M L,speedy delivery of good product,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Champagne bucket stand, does what it should beautifully!"

5,Barmans.co.uk,['Restaurant'],4.6,2016-12-17,Tracy ,"fast , efficient service","Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Quick and Easy ordering, Fast delivery and cheaper than Amazon!"

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-29,Sheilah Ramsey,Excellent,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Ordering was very easy and delivery was within a few days.

5,Barmans.co.uk,['Restaurant'],4.6,2016-09-07,Nicholson,Quick delivery and exactly what it said,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Quick delivery. The product is great, especially for the price."

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-15,David,Easy transaction,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Good price, in stock, quick delivery. Can drink 24 pints at the same time, perfect."

5,Barmans.co.uk,['Restaurant'],4.6,2016-05-03,michael.baldock,Service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Price quality and service delivered on time would use again

5,Barmans.co.uk,['Restaurant'],4.6,2016-05-17,David Jones,Quick service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very quick service item just what I wanted and decent quality

5,Barmans.co.uk,['Restaurant'],4.6,2016-05-13,Peter Thomas,Pool cover,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great service all parts delivered on time and way a Saturday

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-12,Jayne ,Happy with my purchase,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","I ordered a glass drink dispenser on a stand.  Haven't filled it yet.  But it arrived quickly, looks lovely and I'm happy with it so far."

5,Barmans.co.uk,['Restaurant'],4.6,2018-06-10,Airel long kim Revenge,At' last i got something new Taste in…,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","At' last i got something new Taste in my life""Their food MARVELOUS!!!Try or will be sorry whole your life guys"

5,Barmans.co.uk,['Restaurant'],4.6,2017-01-31,Samantha Barklam,Great service and lovely glasses,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Great service, lovely glasses and would recommend using."

4,Barmans.co.uk,['Restaurant'],4.6,2016-02-14,Jane P,Purchase of china,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Lovely quality, well packaged and quickly delivered"

2,Barmans.co.uk,['Restaurant'],4.6,2016-12-14,Kerri Garner,Tall Sherry Glass/Champagne flute 160ml,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Poor sizing, item appears a lot smaller than advertised online!"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-22,Malcolm,Broad choice of glassware and fast service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","A very comprehensive selection of product, delivered quickly with e-mail advice of expected delivery date and time"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-30,Michael Green,Excellent,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Products are good quality and delivery was quick

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-29,Teri Baron Rotary Creative Design and Print,Purchase of glasses for our printing company,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Excellent product backed up by excellent service, thank you."

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-03,Eddie,Cheers,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Great price, great service, fast delivery and very well packed. Very happy, will be back. Cheers"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-11,shane corr,Awesome service!!!,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",5 stars for providing great products with a fantastic customer service.

5,Barmans.co.uk,['Restaurant'],4.6,2017-02-21,David Lazarus,Great products,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Excellent products and service from start to finish

5,Barmans.co.uk,['Restaurant'],4.6,2017-04-18,ANDREW DERVAN,Couldn't fault the service or product …,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Couldn't fault the service or product quality.

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-19,Shani pitkin,"Brilliant, as described","Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Quick delivery, great price and as described."

5,Barmans.co.uk,['Restaurant'],4.6,2017-01-05,Brian,first class and speedy service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Order and delivered with no fuss or issue

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-14,Lesley White,J20 tumblers,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",From the ordering process to the delivery easy and quick

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-22,Bob Heidelberg,perfect service. ordered it on tuesday arrived on thursday in germany. great!,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",ordered it on tuesday arrived on thursday in germany. great!

5,Barmans.co.uk,['Restaurant'],4.6,2016-05-12,Patricia Pursall,Excellent service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Excellent service from the very start  I will definitely use and recommend.

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-05,Ian Jones,great service and fast delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Just what we needed for our party, plenty of selection too."

4,Barmans.co.uk,['Restaurant'],4.6,2023-03-03,Shannon Middleton,Top-notch service from the staff and…,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Top-notch service from the staff and the food was amazing.

5,Barmans.co.uk,['Restaurant'],4.6,2017-02-07,Lisa Clapham,Brilliant service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Brilliant service. I will definitely use again

5,Barmans.co.uk,['Restaurant'],4.6,2016-12-15,Simon C,Happy to recommend,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Straightforward, easy transaction. Items arrived on time and as expected."

5,Barmans.co.uk,['Restaurant'],4.6,2016-11-29,Barbara Brennen,excellent service & quality products,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Speedy delivery will use Barmans again.

5,Barmans.co.uk,['Restaurant'],4.6,2021-06-03,Bob Hae Sun,Delicious foods and drinks,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Delicious foods and drinks, staff are really friendly and kind, price is good. Great"

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-10,Eddie Kaczmarek,Item Purchase,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Easy and efficient to deal with. Quick service

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-22,niels mattheeuws,great !,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",quick and correct delivery! top notch !

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-09,Nigel Moore,Quick service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very fast delivery with quality products

4,Barmans.co.uk,['Restaurant'],4.6,2016-02-23,Dil Green,All good thanks!,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","wide range, easy-to use website, fast delivery, excellent breakables packaging."

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-15,Neil P,An excellent service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Prompt delivery of goods as described.

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-21,Trevor Porter,Really good products and Service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Ordered some products for my home bar, items were great with a quick service"

5,Barmans.co.uk,['Restaurant'],4.6,2016-08-09,Angela Broughton,Very good service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Quick delivery of good quality items

5,Barmans.co.uk,['Restaurant'],4.6,2016-09-26,rebecca,good service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",very prompt delivery and well packaged

5,Barmans.co.uk,['Restaurant'],4.6,2017-05-03,DH,Great service and delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great service and delivery. Thank you

5,Barmans.co.uk,['Restaurant'],4.6,2016-01-25,sandra,Very good service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",First class service and items were just as described

5,Barmans.co.uk,['Restaurant'],4.6,2017-04-26,SHARON BURNELL,i got exactly what i ordered and …,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",i got exactly what i ordered and everything was very good will be back again

5,Barmans.co.uk,['Restaurant'],4.6,2016-12-08,Jack Cheeseman,Very good,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Very well packed, tip top condition!"

5,Barmans.co.uk,['Restaurant'],4.6,2017-04-21,Mr dennis pool,realy briliant service  and products …,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",realy briliant service  and products thank you

5,Barmans.co.uk,['Restaurant'],4.6,2022-08-20,Brian Hager,Great service good food,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great service good food. No waiting.

5,Barmans.co.uk,['Restaurant'],4.6,2017-01-13,Andrew Shingles,Sip straws for test application,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Straws arrived very promptly and were as described. I would get more of the same

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-05,Customer,I am well please,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",They are so different will be back for more

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-16,Blair Drummond,Bottle openers,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Items arrived very quickly and as described.

4,Barmans.co.uk,['Restaurant'],4.6,2016-04-15,Ian,Good Service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Not the cheapest but arrived promptly and unbroken!

5,Barmans.co.uk,['Restaurant'],4.6,2019-02-16,Hanna,Really good atmosphere I will back soon,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-14,Lotty,Fantastic service.,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Such smooth purchase. Brilliant.

4,Barmans.co.uk,['Restaurant'],4.6,2016-03-15,Trevor Beardsmore,No problems,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","No problems
Prompt, good quality"

4,Barmans.co.uk,['Restaurant'],4.6,2016-04-16,Mrs. Jo Jones,Steel bar jug,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Nice piece of art for the table . Pours well ,with no spillage or dribbling . Great product ."

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-02,Linda Litchfield,Beverage dispenser,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very pleased with item and delivery

5,Barmans.co.uk,['Restaurant'],4.6,2017-04-11,Paula Martin,Brilliant great product great service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",

5,Barmans.co.uk,['Restaurant'],4.6,2017-05-05,Richard Taylor,Great products,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great productsFast delivery

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-09,David Laing,3 pint Pitcher,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Excellent product and fast service from order to delivery.

5,Barmans.co.uk,['Restaurant'],4.6,2016-08-02,Ard van Spelde,100℅ as expected,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Good price with the lowest shipping rate. UK-NL

5,Barmans.co.uk,['Restaurant'],4.6,2016-02-25,Paul Stewart,Katz tub parts,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very fast delivery thanks

5,Barmans.co.uk,['Restaurant'],4.6,2017-04-20,Kay Hyland ,Great service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Good efficient service Good products

5,Barmans.co.uk,['Restaurant'],4.6,2021-11-13,Najma,Great service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great service. I will be order again .

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-29,alex fisher,GREAT COMPANY,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","VERY FASTR TURNAROUND 
EASY TO READ EASY TO ORDER THANKS A LOT"

1,Barmans.co.uk,['Restaurant'],4.6,2016-04-28,john rhodes,Missing glasses,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","The delivery has not yet been made !!!!
Where is it?"

5,Barmans.co.uk,['Restaurant'],4.6,2016-04-15,Dirk Billiet,bestway miami lay-z-spa replacement body. perfect delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",fast delivery even to Belgium. thanx

5,Barmans.co.uk,['Restaurant'],4.6,2016-06-28,Jani Ruuskanen,very good,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very good delivery and ontime

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-28,Jason Carroll,Cocktail Stirrers,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Product as expected, good quality & fast delivery."

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-30,Customer,Great company,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Brilliant service and exactly as decribed!

5,Barmans.co.uk,['Restaurant'],4.6,2017-09-20,Eliott Gray,Great products and service.,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Couldn't be happier with the service.

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-07,Mr Gerald Palmer,drinks pourer,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","very good product, good value for money would recomend"

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-21,RDW,Good and speedy customer service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Great service and great products, pub glasses last ages !"

5,Barmans.co.uk,['Restaurant'],4.6,2016-02-13,SMW,Wine glasses,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Wine glasses received on time and well packed.

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-20,Scott Davy,Very good service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very good service would use again no doubt

5,Barmans.co.uk,['Restaurant'],4.6,2022-04-12,Dani Blunt,Good place,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Good place, service and food were great. Thank you"

5,Barmans.co.uk,['Restaurant'],4.6,2016-03-11,Wayne Kennelly,Prompt delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Good quality products

5,Barmans.co.uk,['Restaurant'],4.6,2019-07-07,SAM SMITH,really great atmosphehe,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-28,roger dickinson,Excellent,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",First class service

5,Barmans.co.uk,['Restaurant'],4.6,2016-09-29,james Davidson,Prompt and efficient,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",First class service

5,Barmans.co.uk,['Restaurant'],4.6,2016-07-21,Tereasa ,Great product xx,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Bags of fun to be had this summer

5,Barmans.co.uk,['Restaurant'],4.6,2015-11-27,mariusz serafin,Very quick delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very good company

5,Barmans.co.uk,['Restaurant'],4.6,2017-03-28,A Redhead,"Quality goods, promptly delivered. Thanks","Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very pleased with the teapot and service.

5,Barmans.co.uk,['Restaurant'],4.6,2016-12-15,Wendy Luckett,Cake covers for my business,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Very fast service and fair prices

4,Barmans.co.uk,['Restaurant'],4.6,2018-10-01,Jay Ramsey,Wonderful ambience,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Wonderful ambience, great food, top services!"

5,Barmans.co.uk,['Restaurant'],4.6,2015-11-26,kay spaven,Brilliant service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Great products and service

5,Barmans.co.uk,['Restaurant'],4.6,2016-08-16,Pride Sumbachundu,HI ball glasses,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Beautiful stuff, great service."

4,Barmans.co.uk,['Restaurant'],4.6,2016-09-27,Mr John Makin,ARYLIC WINE COOLER,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","Good product, just took a while to get here."

5,Barmans.co.uk,['Restaurant'],4.6,2016-09-24,carlo bonora,perfect,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",all perfect thank you

5,Barmans.co.uk,['Restaurant'],4.6,2016-10-05,Helmut Köcke,excellent delivery,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...","excellent and quick delivery, Thanks"

5,Barmans.co.uk,['Restaurant'],4.6,2017-05-03,Rebecca Corbett,Excellent service,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Excellent service. Product and delivery

5,Barmans.co.uk,['Restaurant'],4.6,2015-12-30,Kaye Murphy,Brilliant,"Catering equipment suppliers of Bar Equipment, Bottle Coolers, Commercial Refrigeration, Bar Sundries, Ice Makers, Glassware and much more...",Fast effective brilliance

